View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1",City,State,Zip,Capabilities Narrative
280,"Red Arrow Consulting, Inc.",Red Arrow Logistics,Liz Lasater,president,150 120th Ave Ne F110,Bellevue,WA,98005-3020,"Red Arrow Logistics works with Fortune 100 companies and others with high value, time sensitive and complex supply chain needs. Past performance includes air freight, ocean freight and trucking services to 93 countries around the world. A GSA qualified and DoD Bonded carrier. Disaster relief and support for Hurricanes, catastrophic events"
281,Meucci & Company,,Mary Meucci,,3903 39th Ave SW,SEATTLE,WA,98116-3846,"Customized training services specifically designed for Departments of Education, Ministries of Education and School Districts; specializing in Microsoft Imagine Academy(MSIA) and Creative Coding through Games and Apps(CCGA); workshops for STEM and computer science educators."
282,"EDJ Precision Machine, Inc. ",,ED  MACK,President,13317 Ash Way B-1,Everett,WA,98204-5014,"CNC precision machine, full service turning, milling, finishing. Thirty years experience in aerospace, defense and commercial manufacturing."
283,RETAIN IT LLC,,ASHLEIGH M VANEK,,1290 S 44th Ave,Ridgefield,WA,98642-7622,
284,URIKA LLC ,,Kendal Harr,,8712 53RD PL W,MUKILTEO,WA,98275-3145,"URIKA LLC provides veterinary support using boarded specialists for field research and diagnostics of nondomestic species with a specialty in lower vertebrates. Quality assurance of laboratory equipment, laboratory statistical analysis and health data interpretation are provided to generate reports and products that satisfy contracts at an excellent rating level."
285,Custard Consulting LLC ,,Susan  P Custard,,4205 SE 177th Ln,Vancouver,WA,98683-2902,Our Best Federal HR Solutions group can assist your organization in creating answers aligned with your organization’s business strategies and workforce plan.
286,KONE CONSULTING LLC ,,Christina Watson,,20427 86TH PL W,EDMONDS,WA,98026-6614,"Koné Consulting, LLC is a woman-owned small business working every day to solve the social problem of inequity in income and opportunities. Our purpose is to inspire change and create lasting improvements for our clients in the government and nonprofit sectors. Koné Consulting’s Owner and President, Alicia Koné has been in the Health and Human Services field for over 25 years. She is a former Economic Services Administration manager where she spent eight years managing human service programs, including serving as the state SNAP Director for four of those years. Since leaving state government, her consulting practice has focused on working with health and human services organizations to improve programs. She has worked at national, state, county, and municipal levels, in over half the states in the country. As a team, Koné Consulting has over 73 years of experience in human services, over 25 years in technology, and over 37 years in business solutions."
287,"Event Dynamics, LLC ",Africa Dynamics ,Sandra Y Collier,,1400 112th Ave SE,Bellevue,WA,98004-6901,"Our specialty is working with the world’s leading associations, foundations and corporations to design and operate meetings, events and travel programs. We work internationally, in developing countries where limited infrastructure, resources and challenging conditions are the norm, as well as within the US and Canada. Our clients are committed to solving the world’s toughest human and environmental challenges and consider us their trusted authority and partner to help them deliver unique and exceptional transformational and educational content and travel experiences."
288,Parman Photography ,,Trudy Parman,,33020 10th Ave SW,Federal Way,WA,98023-5047,"Commercial photographer able to meet your needs for documenting special events, including developing website photography, portraits, bios and marketing needs."
289,"Tyson, Marjorie",WINDGYPSY,Marjorie Tyson,,14057 23rd Pl NE,Seattle,WA,98125-3328,"Business consulting and administrative support services related to government contracting, economic development, marketing, research and process improvement. Event support including marketing and outreach to small business and Native community."
290,CanCure LLC,Canzx Biotherapeutics,Jennifer Wu,,14232 51st Ave SE,Shoreline,WA,98155-0000,
291,"Equipment Experts, Inc.",,Stacy Conner,,2704 104th St Ct S,LAKEWOOD,WA,98499-6770,"Equipment Experts, Inc is mobile and shop based repair for Forklifts, Diesel Trucks, Heavy Equipment and Refrigeration Units, We offer emergency service 24/7. We also repair hoses in the field (all trucks have hose making equipment and a selection of fittings), welding and equipment transportation. We have a broad selection of technicians that ranges from several in our 12,000 square foot shop, to 10 plus trucks in the field. We currently service the from Everett to Tumwater to Silverdale. We can go further upon arrangement. We have scanners that we bring to the field and do in depth diagnostic. We are capable of doing everything up to an engine rebuild, or transmission swap in the field."
292,Collaborative Construction Solutions LLC,,Lauren A Hale,,1710 W Main St Suite 110,Battle Ground,WA,98604-4317,"Design-build general contractor; new construction and renovations; self-perform various phases of work, interior finishes, structural, civil, ; work in remote locations; licensed in multiple states; Border work, Parking lots, Experience on both borders"
293,"Moyer Construction, Inc ",,JANICE K MOYER,,5583 Ford Wellpinit Rd,wellpinit,WA,99040-0000,Handle most general contracting responsibilities for building and road construction projects. You will see no bonding because of location on the Spokane Indian Reservation. I do have liscense bonding.
294,"GREEN FORENSICS, INC.",,BRIAN GREEN,,409 E PIONEER STE A,PUYALLUP,WA,98372-3267,"Crime Scene Reconstruction, Bloodstain Pattern Analysis, Forensic Science"
295,"SAYBR CONTRACTORS, INC.",,KAREN SAY-VALADEZ,President,3852 S 66TH ST,TACOMA,WA,98409-2408,"Saybr Contractors, Inc. is a full-service general contractor with more than two decades of experience performing vertical and horizontal construction throughout the Pacific Northwest. Saybr maintains four divisions, including a Building Division for private commercial building construction, a Petroleum Division, which specializes in fuel system construction, a Job Order Contracting Division, which completes multi-year public works projects, and a Federal Division, which focuses on civil and building construction for Federal agencies. Saybr’s mission is to build long-term relationships through the delivery of exceptional projects."
296,Steve & Edie Mader Limited Liability Company,Palouse Trading,Sara Mader,,620 W Spokane St,Palouse,WA,99161-0000,"celeaning, processing, packaging, shipping, and exporting of split dry peas, chickpeas, garbanzo beans, lentils, and wheat"
297,MARINE SURVEYS & ASSESSMENTS COOPERATIVE,,Amy Leitman,,380 Jefferson St,Port Townsend,WA,98368-5625,"Environmental consulting firm offering a broad range of expertise working in terrestrial, wetland, and marine environments. Services:  SCUBA and Shoreline Surveys  Ecological Monitoring and Restoration  Wetland Ratings and Delineation  Critical Area Assessment Reports  Mitigation Planning  Marine Mammal Monitoring  Marbled Murrelet Monitoring  GIS Mapping  Regulatory Compliance with federal, state, tribal and local agencies  FEMA Habitat Assessments  Biological Reporting  Dredge Permitting/Sampling and Analysis Plans  Environmental Permitting — Research to Issuance  Endangered Species Act Planning and Compliance  Eelgrass Transplants and Monitoring"
298,Wessel & Associates Inc,,Carla M Wessel,President / Owner,13303 E 23rd Ave,Spokane,WA,99216-2805,"Strategic Marketing, Public Relations, Business Management Assistance, Graphic Design, Administrative Management Assistance: provide outreach and partnering opportunities before solicitations are public. Introducing Small Businesses and their Capabilities To Federal, State, Local Government Agencies – SBA 8(a) Certified Owned Business, Woman Owned Business, Service Disabled Veteran and Veteran Owned Businesses. Assisting Businesses with Developing and Designing Brochures and Marketing Materials and Publications to distribute to government agencies. Graphic Design / Art, Strategic Marketing Plans, Introducing Companies to Federal Agencies To Assist Businesses In Finding Projects and Jobs To Keep Them In Business and Working and Employees Employed. Managing and Planning Events."
299,Capstone Consulting Group LLC ,,Sarah V Meekhof,,1005 N River Ridge Blvd,Spokane,WA,99224-7051,"Acquisition Program Mgt, Finance & Budget planning & execution. Contracts/burn rate analysis, proposal evaluation, problem solving, PRISM, Access PR db, creating & managing AAPs/SOWs, Pandemic Preparedness planning, COOP & Strategic planning."
300,"Clear Water Compliance, LLC",Clear Water Services,Nathan Holloway,,2525 West Casino Road Suite 7A,EVERETT,WA,98204-2112,"Clear Water provides water treatment solutions on construction and industrial sites including, equipment, installation, operations and maintenance, consulting, manufacturing and reporting."
301,"BLACKWATER MARINE, LLC",,Malinda Lulham,Office Manger,12019 76TH PLACE N E,KIRKLAND,WA,98034-2437,Blackwater Marine is an alaskan based llc that specializes in diving and marine construction world wide.
302,"Exa Data & Mapping, Inc.",,Peggy L Myre,,19530 23rd Ave NE,Poulsbo,WA,98370-8582,"Designing and maintaining environmental databases, templates, websites. Providing environmental analysis."
303,SOJAK INC,Brigade Auto & Diesel Repair,CHERYL J SOJAK,,122 McNaught Rd S,Roy,WA,98580-8399,"Automotive paint, automotive body, interior repair, brakes, clutch, diagnostic, engine, transmission, alternator, starter, electrical, alignment, oil change"
304,"Kennedy, Sheilah A",S-k Environmental,SHEILAH  A KENNEDY,,119 Railroad Ave,Okanogan,WA,98840-0000,"Complete portable weed wash with reclaim system 20 gallons per minute @ 2000 PSI 5,000 Watt Generator to operate lights for working at night self containment mat, 35 HP Kubota Diesel engine. System also utilized on Aquatic species."
305,Northfork Asphalt Paving Inc,,R John Trodahl,,103 North Fork Rd,Chehalis,WA,98532-8605,"Northfork Asphalt Paving, Inc. is most generally in the Asphalt Paving business, to pave private roads and driveways, parking areas and parking lots for both residential and commercial/retail and the manufacturing of the asphalt at our own asphalt plant."
306,Sister Sky Enterprises Inc,Sister Sky,Marina Turningrobe,,55 East Lincoln Road Suite 102,SPOKANE,WA,99208-5647,"Delivering empowerment and enrichment services to disadvantaged communities through culturally-conscious training, technical assistance, research and evaluation, event management and communications. We recognize sensitivity as crucial in fostering improvements in health, education, safety and self-determination. Experienced in our primary services, along with expertise in project management, financial management, and implementation, program development, strategic growth planning, technical communications, marketing, and branding. Training: Using formative research protocol and tools, we provide surveys, focus groups, needs assessments, and other information gathering processes to determine requirements for participant and stakeholder success. With culturally appropriate guidance, we build didactic and experiential learning management systems including curriculum design, pilot testing, delivery and assessment. Training offered via onsite, virtual, web-based or product dissemination."
307,Trophies2go.com Inc,TROPHIES2GO.COM,Jessica T Anderson,,933 Thomas Ave SW,Renton,WA,98057-2931,"Since 1987, Trophies2Go has been offering high quality corporate awards, sports trophies, customized office supplies, engraved signs and personalized gifts to our customers. Our goal is to make your organization look good, with a cherished award that stands the test of time."
308,"Pemberto, Leona",Silver Tip Forestry,LEONA M. PEMBERTON Pemberton,Owner,425 E 8th,KETTLE FALLS,WA,99141-8651,
309,DANIELLE JOY DESIGNS LLC,,Danielle Fitzgerald,,14713 16TH AVENUE CT S,SPANAWAY,WA,98387-8826,"Danielle Joy Designs is a full service custom engraver and CNC sheet metal punching firm located in Tacoma, Washington that specializes in making custom affordable jewelry items and keepsakes."
310,"Soteria Enterprises, LLC",Soteria Enterprises,Tania Reynolds,,7303 Bittner Rd,Yakima,WA,98901-9710,"Our EHS Services Soteria Enterprises, LLC provides consulting services to clients in support of their environmental, health and safety needs for their business.  Environmental Services Improve performance, reduce risk, align systems and strategies with environmental requirements Air Permitting Develop an operation-friendly approach to establish flexible permitting in compliance with the air regulations Safety Promote hazard awareness, educate employees, train employees to meet regulatory and company requirements. Industrial Hygiene Helping your business succeed by using scientific methods to protect workers and their environment. Water Tender Services Forestry support services includes operation of a Type 2 Water Tender for dust abatement and supplying water for fire suppression.  Under contract with the USFS Region 6"
311,Nanotok LLC,,Elizabeth Dixon,,3075 Raccoon Point Rd,Eastsound,WA,98245-9429,"Electrical and electronic instrument design, Electric/Magnetic field instruments, sensor networks, low power energy harvesting sensors, wirelessly synchronized sensors"
312,"CAMTEK, INC.",,LORIE L STEPHENSON,President-CEO,3815 E EVERETT AVE,SPOKANE,WA,99217-6614,
313,R - Kidz Early Childhood Education Center Incorporated,,JUDTIH  A Robinson,,410 S Wilbur,Walla Walla,WA,99362-3532,WE are an Early Childhood Education Center serving children from 2 yrs. - 7 Years
314,INVISIBLE BUSINESS SOLUTIONS,,Gina Cozza,,518 E NEBRASKA AVE,SPOKANE,WA,99208-1230,"Invisible Business Solutions specializes in audio transcription services of meetings, court hearings, depositions, witness statements, and trial proceedings."
315,DESAUTAL HEGE COMMUNICATIONS & MARKETING,,Tyler Tullis,,315 W RIVERSIDE AVE STE 200,SPOKANE,WA,99201-5016,"Public Relations & marketing Consulting, training, including video production, writing, and graphic design."
316,"ABC Towing, Inc.",ABC Towing,Gail Chase,,710 S Dakota St,Seattle,WA,98108-5245,ABC Towing handles all towing and emergency roadside services. We have two storage facilities. Our abandond vehicle auctions are advertised on our website and our auctions are scheduled one a month.
317,"Hoffman, Jennifer Ruth",,Jennifer Hoffman,,4755 NE Lamms Ln,Poulsbo,WA,98370-8818,"Adaptation/Insight provides services including facilitation, decision analysis, decision coaching, and targeted research and analysis in support of decision-making under uncertainty."
318,"White Rabbit Ventures, Inc.",Matrix Roofing,Wendy Marvin,,6000 Ne 88th St D102,Vancouver,WA,98665-0982,"13+yr Award-winning Women-Owned business, expertise in Commercial Roofing and Complex Project Management. Exceptional industry reputation. Complete on time and on budget. Experience working with Primes. Prevailing wage contractor. Quick turn-around on response and documentation."
319,RESOURCE DIMENSIONS LLC,,Julie A Gustanski,Principal,"6625 WAGNER WAY NW, SUITE 150",GIG HARBOR,WA,98335-8396,Resource Dimensions is a woman-owned economic consulting firm specializing in the application of integrated economic and social analyses to today's intractable challenges and assist our clients in devising sound policies and sustainable solutions.
320,"BASIN REFRIGERATION AND HEATING, INC.",BASIN PLUMBING & HEATING,Nancy Mahaney,President,10158 KINDER RD NE,MOSES LAKE,WA,98837-3479,"heating, air conditioning, plumbing, electrical, sales, service, installation, for residential, commercial, industrial. new construction, retro-fit, and remodel"
321,Hangout Corp ,CORPORATION ,Chima A Nwala,,4505 UNIVERSITY WAY NE 99,SEATTLE,WA,98105-4510,Hangout Corp provides podcast and business consultation services using our trademarked PODBUM brand. Hangout Corp also conducts feasibility studies and educational presentations relating to Occupational Health and Safety requirements in accordance with OSHA standards. Provides military Transition Assistance Services for recently separated veterans transition services looking to start businesses. Virtual Training for COVID-19 response.
322,"MANAGEMENT SERVICES NORTHWEST, INC.",,Janelle R Bruland,,2257 NORTHGATE SPUR UNIT MAIN,FERNDALE,WA,98248-8319,"Women Owned Business (state & national) Total facilities services company. A one -call source for all of your property maintenance needs including but not limited to janitorial, snow removal, maintenance, landscaping, carpets, windows, sweeping."
323,OSBORN PACIFIC GROUP INC.,,LINDA OSBORN,President,1120 170th Avenue NE,Bellevue,WA,98008-3010,"Landscape architecture, ecological restoration, and regulatory compliance services, including landscape architecture/planning; mitigation planning/design; stream restoration, wetlands, bioengineering, fisheries enhancements, monitoring; permitting; technical editing."
324,"Cheeky Mouse Innovations, LLC",,Carol A Rehnberg,,69 Leschi Dr,Steilacoom,WA,98388-1525,"logo and branding design, web design, and business applications such as Excel and PowerPoint for small businesses."
325,StratLynx Inc.,StratLynx,Ruth A Christopherson,,11466 Seabeck Hwy NW,Seabeck,WA,98380-9717,"WOSB, EDWOSB, VOSB, specializing in improving business operations for the Department of Defense. Over 28 years experience as Navy Supply Corps Officer with experience at all levels of operational supply support and strategic management."
326,White Dog Shredding Company ,Proshred Seattle ,NATALIE LABERGE,,830 INDUSTRY DR,TUKWILA,WA,98188-3410,We provide on-site confidential document destruction. Proshred invented mobile shredding and adheres to the highest security standards in the industry. We are the only onsite shredding company to earn ISO 9001 certification.
327,"Diggin IT!, LLC",,Trudy Robbins,,2447 Edgewood Dr,Port Angeles,WA,98363-9577,"Diggin' it! services include excavation, site prep, demolition, abandonment, removal and installment of culverts and bridges, utilities, and habitat restoration. If you have a project that is not listed above don't hesitate to call us to discuss the possibilities."
328,"DEMARIS INTEGRATED GEOSPATIAL SOLUTIONS, LLC",,Raena  Ballantyne DeMaris,,1917 W Mansfield Ave,Spokane,WA,99205-4153,"DIGS specializies in GIS relateD to cultural resources, demographics, social science analysis, and cartographic design. Our professional experience in cultural resource management affords a unique understanding of the ways GIS can aid in CRM processes."
329,"Tinnea & Associates, LLC",,Ryan TINNEA,,35320 SE Center St,Snoqualmie,WA,98065-9216,"Perform corrosion testing, materials selection, cathodic protection design, coatings on bridges, dams, piers, marine, building, parking, aquarium, school, & historic, water, wastewater, drinking water, copper-lead issues. Training, technology transfer."
330,Four G Corporation,Another Source,Marcie Glenn,,95 S Jackson St Ste 100,Seattle,WA,98104-4418,Recruiting and staffing services
331,Fanfare Events Inc.,,Kimberly  Hester,Owner,609 W 1st St,Nooksack,WA,98276-9492,Fanfare Events Inc. is a WOSB. Fanfare was founded as an organization dedicated to producing flavorful cuisines and using a practical approach to serving our clients. Fanfare performs contracts for various federal and state government agencies.
332,"FuelCare, Inc. ",FuelCare ,Jill Cunningham,,6308 212th St SW,Lynnwood,WA,98036-7408,"FuelCare is the leading authority on contaminated fuel filtration and fuel tank cleaning in Washington, Oregon and Idaho. We are customer service professionals and experts in fuel service. Our experience and technology allows us to effectively clean fuel tanks, without personnel entering the tank."
333,North Palouse Plumbing LLC,,Bree A Killstrom,,170 N Commercial St,Waverly,WA,99039-9700,
334,Bull of the Woods Dozing LLC,,Ed G Taft,,23410 Wallitner Rd,Arlington,WA,98223-4874,"road maintnance, road decommisshining, road building, bridge instalation"
335,"Humbition Consulting, LLC",,Steven Sun,,4123 NE 9th Pl,Renton,WA,98059-4527,"Engage: Connect marketing and sales strategy, conduct platform assessment, and execute e2e campaign in driving customer acquisition and loyalty. Enable: Transform digital office with portfolio rationalization, new product & services go to market, agile program management, and rapid pilots in accelerating market agility and positioning. Empower: Turn disparate data, resources, and infrastructure into insights, next best action, and strategic roadmap in elevating business competitiveness."
336,"EMC Research, Incorporated",,DIONE  Say,,720 Third Ave Ste 1110,Seattle,WA,98104-1820,Market Research and political polling
337,IQ Smart Interactive LLC,FLEXHIBIT,Louise Cavender,,700 S Dishman Rd,Spokane Valley,WA,99206-3107,Custom Design and Off the Shelf Interactive Exhibits.
338,LODGING PARTNER SERVICES LLC,,Arleyna    Taylor-Abejero,,11805 Se 233rd St,Kent,WA,98031-3762,"Lodging Partner Services , we provide Top Tier Concierge services when booking your group rooms . One call away and we will facilitate your request to our Partner Network and find the perfect lodging solution for you and your team. We partner with 2-4 Star hotels to provide quality Lodging for our members. In addition, we simplify the group booking process with our procurement division in an effort to match the members with a quality lodging partner tailored to their request."
339,"W & N Development, L.L.C.",W&N Concrete Pumping,Eric Vander Linden,,20817 OLD HIGHWAY 99 SW,CENTRALIA,WA,98531-9660,W&N is fully capable to handle a large majority of all concrete projects. We have extensive knowledge and past experience in the concrete industry. We also specialize in Modular construction as well as Seal Coating and Crack Sealing construction.
340,"Stellar Associates, LLC",,April Potts,,2193 Lakemoor Dr SW,Olympia,WA,98512-5529,
341,MacLeod-Reckord PLLC,MacLeod Reckord,Connie Reckord,,110 PREFONTAINE PL S STE 600,SEATTLE,WA,98104-2626,"MacLeod Reckord PLLC is a recognized Northwest design firm, established in 1968, reorganized in 1982, and now wholly owned by Connie Reckord under the present name. The firm specializes in public park and recreation design. Current staff is comprised of individuals with diverse backgrounds and a common interest in the provision of quality landscape architectural services. MacLeod Reckord has an extensive background covering a wide range of landscape architecture and land planning experience. Specific capabilities include park and open space master planning and design, transportation and trail corridor design, site planning and urban design. All aspects of sound project evolution, from intuitive design and planning reflexes to production of construction documents and administration of design implementation, are carried out with a thoroughness and skill evidenced by the quality and success of past projects."
342,Mustang Signs LLC,Mustang Sign Group,Lauran L Wang,,"10379 W Clearwater Ave, 110",Kennewick,WA,99336-8641,"Mustang Signs is a full service sign company with capabilities in manufacturing signs, banners, digital printing, tradeshow displays vehicle graphics, and electrical signs."
343,"Independent Strategic Management Solutions, Inc.",ISMSolutions,Shirley J Olinger,,491 Adair Dr,Richland,WA,99352-8647,"Provides management/technical consulting services to gov't/contractors in environmental clean-up, national security, Dept. of Navy & energy sectors. Focus in environment, safety & health, quality, nuclear safety, engineering, operations, security and command & control."
344,Madlyn Metal Fab LLC.,JT METAL FAB,Stacy Toristoja,,2301 SE Hidden Way Ste 100,Vancouver,WA,98661-8054,"A woman owned and operated business, Madlyn Metal Fab offers metal fabrication, structural steel, stair and rail packages, seismic retrofits, and work on specialty projects such as oil rigs and ship loaders. Madlyn is AISC fabrication certified. We take immense pride in driving the industry standards forward, focusing on efficiency, quality, and safety. Located in Vancouver, WA we can locally service WA and OR."
345,Learning to LEAD LLC,,Kaitlyn Daniel,,807 S Cushman Ave,Tacoma,WA,98405-3628,"Learning to LEAD LLC provides leader development and resilience training to small and large groups to improve performance, productivity, team dynamics, well-being, adaptability and resilience."
346,Blue Eagle Security Solutions LLC,Blue Eagle Risk Solutions,Victoria   Balzarini,,2136 Ne Noble St,Issaquah,WA,98029-3680,"Blue Eagle Security Solutions LLC is a private investigations agency licensed in the State of Washington capable of providing background investigation services, court processing services, and investigative research related activities for the private person, real estate, financial, insurance, local, state and federal government(s)."
347,ARCHITECTS RASMUSSEN TRIEBELHORN AIA/PS,,RHONDA GILLOGLY,,909 S 336th St Ste 107,Federal Way,WA,98003-7394,"ART’s 44+ years of Planning, Design & Architectural services has earned its reputation as a solutions oriented firm by demonstrating strong commitment to providing A/E services with emphasis on cost effective, well designed, highly efficient facilities."
348,HILLROSE INC,,MELVIN  AMBUEHL,,2040 S 142ND ST,SEATTLE,WA,98168-3712,Pet boarding and grooming services
349,"COLOR GRAPHICS SCREENPRINTING, INC.",COLOR GRAPHICS SCREENPRINTING EMBROIDERY,Voshte Gustafson,,2540 CRITES ST SW,TUMWATER,WA,98512-6135,"Specialties: Advanced printing techniques and equipment to produce quality apparel in-house to meet your needs. We also offer Promotional products, Signs, Recognition awards, Trophies, Lasers, Bling, Sandcarving and Sublimation"
350,"Sno Valley Process Solutions, Inc.",,Andrea Contenta,,2420 38th St Ste A,Everett,WA,98201-5309,"Commercial/industrial HVAC/refrig maint, repair, install. Svcs incl: custom skids; multi-tier maintenance; 24/7 emergency svc; rental equip supply/install; chiller svc & repair, chiller retubes/overhauls - incl centrifugal & absorber; ammonia svc/repair, compressor rebuilds"
351,Lazer Cartridges Plus LLC ,Lazer Cartridges Plus ,Dixie Liening,owner,31 Looking Glass Rd,WALLA WALLA,WA,99362-8645,"Printer ink and toner, office supplies, janitorial supplies, sanitation supplies, printers, wide format media and printers, shredders, and storage media."
352,"Barker Creek Publishing, Inc.",,CAROLYN HURST,President,"5686 NE Minder Rd., Suite 205,",POULSBO,WA,98370-5809,"Award-winning supplemental educational materials for K-6 with emphasis on literacy, math and social studies. Suitable for English Language Development programs and reading readiness."
353,Block Built LLC,B&B Builders,ASHLEIGH M VANEK,,1290 S 44th Ave,Ridgefield,WA,98642-7622,
354,"Composite Fundamentals, Inc.",Common Fibers,Gabriel Mountjoy,,927 S Homer St,Seattle,WA,98108-2746,"Composite Fundamentals is a carbon fiber and composites manufacturing business. CF produces car parts, drones, wallets, small medical equipment,"
355,"Pacific Rim Shipbrokers, Inc.",PACIFIC RIM SHIPBROKERS,Kelle M Horn,,425 Ericksen Ave Ste 230,Bainbridge Island,WA,98110-3086,"We are an EDWOSB, WOSB that specializes maritime services including time charter and voyage charters on dry bulk vessels with RO/RO, LO/LO, and project cargo capabilities. We also can provide tugs, towing, vessel sourcing, bulk, break bulk, container and export documentation world wide on both foreign and US Flag vessels."
356,"Cestusline, Inc.",,Kyong Choi,,603 SE Victory Ave Bldg 46 Ste 100,Vancouver,WA,98661-8203,"W/O, Minority Owned, SDB. Variety of gloves designed for: Forestry, Mining, Construction, Refining, Impact Tools. With our patented designs and innovative materials we provide gloves that are hard-wearing, long lasting, and comfortable to wear all day."
357,JMG Constructors LLC ,,ANN GRANLEE,,2300 NE Solar View Ct,Poulsbo,WA,98370-6946,25 years Constuction background with strong presence in Project management. Works with owners and agencies to minimize costs and help customers realize the completion of their projects in timeframes that lessen the impact of all involved
358,"Advanced Government Services, Inc.",,ARTI OBRIEN,President,8644 Pacific Avenue,Tacoma,WA,98444-6471,"We provide Flagging, traffic control plan design, flaggers, signs, subcontractor, rental equipment, NHCRP 350 Crashworthy DOT signs and stands, TMA, Truck Mounted Attenuator, Transportable Attenuator."
359,NORTHWEST EXECUTIVE RESOURCES LLC,,Rebecca Bohannon,,4507 NE 297th St,LA CENTER,WA,98629-2000,Staffing Human Resources Admin Services Financial Services
360,"G S & ASSOCIATES, INC.",Promotional Marketing,GLORIA SWAIN,President,515 S Farr Rd C107,Spokane Valley,WA,99206-6029,"Promotional products,emblems, badges,awards, shirts, tags, sports bottles, caps,tradeshow give-aways calendars, watches, lapel pins,portfolios,lanyards,mugs,glassware,embroidery, screenprint,"
361,QUALITY WRITING LLC,,Amy Dillon,,82 Jorgens Rd,Newport,WA,99156-9364,"Editing services: Review and correction of documents tied to formatting, punctuation, grammar and consistency. Consistency covers use of terminology, acronyms, style, and tense. Writing services: develop and/or finalize documents including resource specialist reports, categorical exclusions, environmental assessments, environmental impact statements or other documents for which data is provided by the employer."
362,"Midvale Signal, Inc.",Midvale Electric,LAURA  R VAN DE GRAAF,President,550 C Midvale Rd,Sunnyside,WA,98944-0000,General Electrical Construction. Utility Line Construction. Railway Signaling & Communications.
363,"Network Design & Management, Inc.",NDM Technologies,Duston Miller,,827 W 1ST AVE STE 121,SPOKANE,WA,99201-3904,"Systems integration, network security, data security, Email data loss protection, Universal VPN clients, SIEM"
364,S.T. Nieman Construction LLC,,Stephen T Nieman,,290 PUGET LOOP,PORT LUDLOW,WA,98365-8794,"Organizations such as FEMA, Army Corp of Engineers & Holmes Inc. trust us for their Construction needs because we offer design services with our bids, building envelope and fenestration repair consultation, roof inspections with five year certifications."
365,TECH FACTORS LLC,,Tamara Escamilla,,1725 SUNSHINE AVE,WEST RICHLAND,WA,99353-8729,"A Diversified Technology Consulting Firm Specialized in information assurance, cyber security, system design, hybrid cloud solutions, edge computing, IOT mobility management, 5G, technical program and project management, independent oversight, internal audits, identity access management, administrative and technical security controls."
366,MANTEC SERVICES INC.,,KRYSTYN  D HAVENS,,4400 24TH AVE W,SEATTLE,WA,98199-1236,"The name Mantec, stands for “manufacturing technologies”, and offers 28 years of extensive background in contract manufacturing to Government and Industry. Mantec Services is a diversified manufacturer offering Molded Polyurethane, Safety Bumper Systems, Urea Coatings, and EVA Closed Cell Foam. Through our own efforts, syndication and subcontracting, we specialize in Build to Print projects in the following industries: Electronics (cable, circuit board, and complex electro-mechanical assemblies), Metals, Forgings and Castings, Composites and Plastics. We pride ourselves on the ability to pull together the necessary outside resources, combined with our in-house capabilities, to complete almost any manufacturing challenge. We are a WOSB located in Seattle, WA."
367,"Newalen, LLC",,ANDREA  L GUILD,,6904 BITTNER RD,YAKIMA,WA,98901-8014,General contractor for most government and/or commercial construction projects. Construction support services for marine construction.
368,Leaders and Learning LLC,,Naomi McDermott,,379 Columbia Point Dr,Richland,WA,99352-4369,
369,"United Professional Caulking & Restoration, Inc",UNIPRO,Susan L BelCher,President,4491 S 134th Pl,Tukwila,WA,98168-6204,Caulking & Sealants; Remedial Sealants; Inspection & Consulting; Masonry & Concrete Restoration; Exterior Wall Coatings; Building Cleaning & Sealants; Deck Coatings; Waterproofing; vapor Barriers; Firestopping
370,"PPC SOLUTIONS, INC.",,SHEILA  LESLIE,,18303 E APPLEWAY AVE,SPOKANE VALLEY,WA,99016-9591,"Provide armed and unarmed professional and experienced uniformed security services including executive protection, emergency response, vehicle patrol, and alarm response."
371,"RC MAINTENANCE & PAINTING, LLC",,Joy Colborn,,1316 NW 5TH CT,BATTLE GROUND,WA,98604-8088,"RC Maintenance & Painting, LLC is a small business based out of Battle Ground, WA that provides property maintenance to commercial properties and painting services to both residential and commercial properties. Our services also include drywall and insulation as well as construction site repair and apartment move out repairs. We have over 6 years of industry experience and are licensed, bonded, and insured. Our clients are a top priority and we always aim to provide excellent customer service. To view more on our federal contracting please visit Fedlinks RC Maintenance & Painting LLC."
372,"Armor Industries, LLC",ARMOR MARINE,Adam Paull,,22450 Franklin Rd,Mount Vernon,WA,98273-9562,"ARMOR Marine is an engineering and technology driven boat manufacturer dedicated to maritime safety, security, and defense. Our patented and patent pending technologies provide optimal solutions for maritime security applications. We offer innovative boat designs with optional ballistic protection optimized for situational performance and reduced lifecycle costs."
373,Chi-Chack LLC,,TANJA STACK,,2209 N 30th St Unit 4,Tacoma,WA,98403-3352,"We offer outstanding education, training and management services to military and government personnel, including foreign language training (CONUS/OCONUS), live online training, cultural awareness training, role-players, curriculum development, translation and program management."
374,Compliance Alliance Inc,Compliance Alliance,Dalena  Tripplet,,11420 W Meadowview Ln,Nine Mile Falls,WA,99026-9465,"We do safety training and consulting along with inspections, OSHA compliance assistance, equipment training, competent person training, site inspection and compliance audits, first aid, CPR"
